,text_clean,label
218,waktu sini sore hari sama keluarga suasana tempat nyaman pandang alam sejuk udara kemarin coba minum leci yougurt sama pisang goreng coklat menu saya coba enak,positive
219,rasa ragam makan bilang biasa banyak temu hampir seluruh restoran sunda suasana lumayan sedikit kurang penat akibat rutinitas hari hari apabila long akhir pekan mending ke sana deh dapat tempat duduk harus rebut dan tidak yang atur antre,positive
220,enak banget sini semua makan dari kuah bakar goreng appetizer soup main course makan tutup makan panas makan dingin seafood non seafood sayur semua lengkap,positive
221,sini tempat khusus makan steak bisa buat veget tempat sih nyaman buat lama lama alias nongkrong hehe tempat cocok buat senang makan daging,positive
222,ragu jokowi memang presiden indonesia paling cinta rakyat,positive
223,ingin nikmat iga cara iga garang asam gigle box cara tepat anda nikmat segar kuah asam buat perut lapar anda jadi bahagia haha suka banget bahkan banget suka daripada bakar iga,positive
224,ketua dewan perwakilan rakyat agresivitas utang kontrol,neutral
225,restoran konsep openair dapat lihat kota bandung nikmat pandang udara buka,positive
226,pasang foto edit rizieq pakai topi santa claus adek armando polisi,neutral
227,cucu mantan direktur utama pertamina era soeharto yakin harta bukan hasil korupsi mewah mewah hasil korupsi di negara tidak punya budaya malu makan hasil korupsi,negative
228,jauh banget jalan masuk agak seram kalau malam hihi tiba the peak suasana romantis aku pesan steak mix sosis ikan daging rasa enak,positive
229,malu minder jadi warga negara indonesia situ pindah negara begitu kok repot malu masih tinggal indonesia otak beloon dasar,negative
230,itu serta keluarga makan sama saran coba makan retaurant telah keluarga mes dan coba semua pesan simpul bisa saya ambil makan restoran adalah perfect awesome absolutely bagus semua enak banget kepiting telur asin nikmat hingga cangkang cangkang kepiting porsi banyak buat keluarga cukup,positive
231,jadi orang editor nasional geographic indonesia,neutral
232,hanamasa usung konsep ala kamu makan bisa dengan harga kisar 150rb pilih grill upa beef chicken seafood pilih suki juga cara seluruh baik tempat bagus nongkrong lama bareng teman,positive
233,rasa mi naripan memang kenal enak porsi lumayan banyak harga cukup mahal tengah atas sesuai rasa beri,positive
234,tempat sih oke cuma parkir kadang jalan ada jaga tahu pas datang ramai mobil bagaimana pesan soto ayam lumayan pesan nasi merah oke rasa,positive
235,tadi tarik uang atm bank negara indonesia tamansari kecamatan bandung wetan uang tidak keluar mesin sms banking masuk kalau misal tari kacau sih layan,negative
236,melakakukan reservasi malam tahun baru minimal open table daerah a 990 0 masuk tax suka layan sini sangat cepat ramah tempat enak dapat lihat citylight jauh soup mushroom mushroom kurang asa tenderloin terlalu banyak bumbu garam jadi asin banget triple chocolate cabe enak rasa terlalu manis pas mulut cara seluruh baik suka puas,positive
237,restoran milik 2 lantai letak gedung sama tama boutique hotel sensasi ala ala korea asa sejak jejak langkah pertama restoran hela hanbok pakai tradisional gadis korea gantung bagai hias tembok interior pun cukup mewah makan sedia restoran adalah makan korea juga sedia barbecue pula sedia daging non halal lanjut,positive
238,jadi dukung jokowi malah bikin untung,negative
239,tenggak minuman keras oplos ajar tasikmalaya tewas,neutral
240,desain interior suasana buat pilih pertama mampir tunggu gerimis hilang menu pesan sodor pilih irish coffee banana sweet nachos nyata irish kopi tak muncul malah hidang foto es kopi panggil layan pasti pesan jawab kalau irish kopi tak karena ingredient sebut tak sampai sekarang mengerti lanjut,positive
241,hanamasa ada sejak zaman kuliah letak waktu di depan bip jalan merdeka ala kamu makan ambil sendiri masak sendiri mantap rasa,positive
242,enak buat jalan jalan pas malam malam kalau buat makan rasa biasa pernah order gurame bakar gurame sedikit overburn kalau tuju utama buat makan sih biasa mending cari tempat tapi kalau jalan jalan memang tempat bagus pandang,positive
243,penasaran dusun bambu dapat info teman jadi dusun bambu jadi daftar wajib ku njungi habis libur bandung berangkat dago atas tuju dusun bambu lewat dago atas arah lembang jalan tuju lokasi dusun bambu cukup jauh banding ke kampung daun sapu lidi,positive
244,semua enak sambal seuhah cuma sekarang porsi agak rang ayam jadi kecil sambal jadi sedikit sambal leunca jadi sedikit,positive
245,apa gue marah indosat cacat banget sih,negative
246,ibu sri tahu harga karet tani 3 tahun miris listrik mahal gas mahal langka turun mana logika zaman 13 ribu kg 3 tahun pe 5500 kg,negative
247,korupsi raja lela koruptor bebas liar kantor polisi isi cundang mata duit banyak bacok hanya mau bela sanggup bayar benar benar malang indonesia,negative
248,manusia manusia memang lahir jadi cundang,negative
249,tempat hang out makan makan nasi marah bal level 2 enak potong daging udang cumi goreng sama nasi potong daging udang cumi sebut asa segar tidak amis,positive
250,terus laku gusur kawasan sunda kelapa habis semua pribumi miskin,negative
251,marah kok tumben telkomsel eror,negative
252,periksa setya novanto komisi pemberantasan korupsi telusur libat pihak di korupsi e kartu tanda penduduk,neutral
253,indonesia niat jual begitu deh,negative
254,jalan braga memang cocok kumpul sekali kumpul kumpul sama teman teman jangan lupa mampir sini tempat lumayan nyaman hanya sekadar nikmat makan malam tempat satu kawasan braga city walk,positive
255,aku kecewa lagu melody echo chamber baru hem alir ubah pyschedelic kayak shoegazing terus rumor dekat sama pria baru semenjak putus sama kevin parker tame impala,negative
256,payah sekali layan pos indonesia ini,negative
257,teman teman kunjung akhir agustus 2014 makan resto cukup enak harga jangkau kelas resto layan cepat gesit makan favorit hongarian soup newyork tenderloin tempat cocok pasang dan jamu tamu luarkota pandang resto kota bandung jikalau hujan saran duduk luar gedung lebih nikmat suasana dingin,positive
258,sama keluarga makan siang sini lantai 5 di seberang tepat area dapur sangat nyaman staf dapur sangat berisik sekali bicara bahasa sunda yang kasar dengan suara lantang makan cukup baik tempat tunjang dari nyaman tidak nilai,negative
259,pertama kali makan malam the 18th langsung tawar mbak aisya romantis makan malam makan malam the 18th view bagus sekali makanya juga enak layan muas terima kasih banyak aisya banyak bantu beri momen indah untuk pacar saya dia sangat senang harus kejut saya ikan,positive
260,paling suka banget makan siang sini ayam sama sambal enak banget harga luar biasa hemat rasa ayam resap tulang es ludah buaya juga segar bikin adem perut makan sambal pedas layan sigap ramah aku suka tempat kasir tulis 10 sumbang amal buat makan jadi lebih enak perut,positive
261,kok sih tolol jadi pimpin diketawain moderator kata ada oke oke eh malah orang suruh jadi tukang becak dasar sih anus buswetan,negative
262,tempat selalu ramai unjung harga sangat jangkau indomie keju roti bakar semua saji tumpu keju limpah,positive
263,bekal referensi internet gemar steak cari alternatif tempat belum datang salah satu abuba pesan tenderlorin t bone bakar cukup matang tunggu lama resto sedang penuh akhir pekan pesan jauh bayang steak yang gosong keras satu steak merah cenderung mentah saji asal asal an steak,negative
264,usah ragu internetan pakai smartfren 4 puas lagi aku saja pakai,positive
265,jadi masalah orang dukung sayang koruptor semua berapa orang kader demokrat sudah jeblos kebun binatang,negative
266,beranta,negative
267,lounge lantai 3 hotel grandia masuk baru bawa konsep city lounge cukup tarik perhati latar belakang pasupati fly over rupa icon kota bandung datang saat peristiwa hari jumat tanggal 5 february kemarin unjung cukup ramai pilih menu cukup variatif tambah ada nya promo bir yang tarik,positive
268,cari steak murah ini harga jangkau rasa lumayan menu favorit tenderloin double ekstra sauce milkshake flat mantap jus alpukat juga kalah enak,positive
269,dessert suka banget enak rasa pas tempat nyaman bersih elegant banyak makan unik hidang,positive
270,suka makan sini kalau bandung makan piring daun pisang tidak biasa perlu coba ayam bambu sesal mereka jual ikan hiu sedih sekali lihat babi hiu yang pajang antara ikan ikan di lemari dingin,positive
271,kafe pandang pandang kota bandung waktu malam sangat bagus luas kerlap kerlip lampu kota bandung tampak ramai lihat sini sangat indah harga makan sini bilang cenderung murah standar kafe rasa lumayan saji terlalu lama,positive
272,tempat sedia menu sesuai masakan rumah bakmoy kangkung petis lotek tinggal es buah,positive
273,waktu datang restoran baru pindah jalan siliwangi pesan fried chicken skin fried mushroom spinach potato garlic rosemary pina colada pina colada segar sekali makan enak,positive
274,biasa beli tisu paseo,neutral
275,menunggu agak lama hidang muncul masuk mulut lupa waktu tunggu steak enak kue kue roti jerman juga enak,positive
276,biar manusia busuk hidup negara bisa negara kita benar benar bubar,negative
277,twit bila kamu selesai transaksi kirim cek alamat resi tinggal counter jne pondok timur,neutral
278,harga mahal rasa saji biasa sangat kecewa makan dingin server bilang hangat,negative
279,pandang keren banget makan enak banyak pilih staf ramah ramah rasa makan tinggi,positive
280,makan enak gurame goreng garing sate suasana kampung beri sensasi sendiri air terjun kafe,positive
281,bubur ahong enak makan makan malam banyak menu yang nikmat bubur rumah makan ramai kunjung cukup luas bubur juga enak,positive
282,info refundable tidak dapat pesan summary saat isi data tumpang,neutral
283,kafe saji suasana romantis sama pasang pilih spot balkon luar dapat pandang pandang kota bandung saran datang sini gelap harga makan tawar masuk akal banding apa akan dapat baik suasana maupun rasa makan,positive
284,sangat enak nyaman suasana romantis konsep restoran sangat modern layan saji cepat,positive
285,saldo gopay tiba tiba habis padahal tidak laden orang usil tidak ku pihak gojek segera tangangi susah,negative
286,lebih tuju tahan diri tidak marah aksi panser tersebut,positive
287,tidak pernah iri bahagia orang karena bahagia orang bahagia masuk jokowi jadi presiden 2 periode indonesia saya pasti bahagia,positive
288,siapa bilang tetap era susilo bambang yudhoyono kerja pemerintah daerah kabupaten manokwari selatan sejak mekar kabupaten induk manokwari tahun 2012 jalan sudah bagus sejak era jokowi jalan gunung bembab video belum pernah renovasi jalan masih bagus,positive
289,kalau toko tunggal jangan lupa beli roti bakar turut roti bakar itu beda sama roti lain tekstur roti mirip bolu kukus jadi lembut harum roti kalau sini jangan lupa beli roti keju karena enak banget mentega dan keju jadi satu sama roti,positive
290,makanya bau makan barat steak pasta pizza ada beberapa menu indonesia nasi bakar nasi goreng bagai tempat nyaman sudah dua kali datang sini harga pun relatif begitu mahal 50 70 ribu rupiah,positive
291,acara mata najwa bagus banget sih didik informatif,positive
292,refleksi selenggara layan publik kepris,neutral
293,biar besok jadi anggota dewan perwakilan rakyat,neutral
294,letak rm ampera ada jalan soekarno hatta ada jalan utama batas kota tempat luas dapat arena main anak cocok bawa keluarga,positive
295,menu baru gading resto coba mes shabu shabu rasa kualitas cukup enak layan cukup harga jangkau rekomendasi bilamana bawa tamu sekadar makan malam sama keluarga,positive
296,paling suka sama lemak karena lumer mulut cuma sayang daging agak alot bumbu khas banding sate sate umum,positive
297,baru pertama kali suis butcher atas rekomendasi teman asli bandung kata sejak kecil ada tempat sih memang sudah agak kuno interior untuk steak turut enak saus cenderung biasa ada speciality kemarin mau coba tenderloin kosong akhir mes sirloin parmegio cara seluruh baik 7 5 lah minum jus avocado sama enak,positive
298,tokoh tokoh gerak gerak partai partai komunis indonesia indonesia susilo bambang yudhoyono iwan skeneder paul dundes woolvowiz oliver north calvin haris agung sasongko putra mas agung agung priyambodo eko pratomo curup jehan sih kopral partai komunis indonesia tri sutrisno c si,neutral
299,gus mus bela doa menteri sus pudjiastuti via,neutral
300,ke sini letak dekat hotel harris ciumbuleuit tempat inap memang sejak awal inap sudah incar ke tempat suami suka kopi penasaran coba kopi sini jack runner laku roasting kopi sendiri masak kopi hingga siap giling wangi semerbak penuh kafe meski duduk teras atas,positive
301,aku sesal beli handphone xiaomi kali tidak pakai handphone merek lagi,negative
302,suka steak steak sini olah tepat saji classic sayur kentang bakar merek lama masih eks sekarang entrecote paris sangat rekomendasi saya suka medium rare biar daging lebih juicy tidak kering tempat sih biasa rumah tua arsitektur belanda layan rapi harga sesuai steak,positive
303,gerai minum foodcourt griya metro pilih minum batas minum botol kotak air mineral harga standar food court 30 50,positive
